No Agenda,Tanggal,No. Bukti,Sumber Dana,Bank Tujuan,Kriteria CF,Penerima/dari,Uraian,Debet,Kredit,@,Edit Uraian,Revisi Nominal,Nilai Ajuan,Uraian Asli
10079_2025,14/01/2026,155, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, CV Rejeki Teko Mulyo ," Permintaan pembayaran atas Pekerjaan Jasa Angkut Batu untuk Perbaikan Jalan Produksi di Areal ATTP Afdeling II, III, IV, V, dan VI Kebun Longkali bulan Desember 20925 (Turn Around) sesuai Surat Perjanjian No. 5TAN/SPJ/205/5KLK/XI/2025 tgl. 19 Nopember 2025 ",,  102.912.350 ,,,,  102.912.350 ," Permintaan pembayaran atas Pekerjaan Jasa Angkut Batu untuk Perbaikan Jalan Produksi di Areal ATTP Afdeling II, III, IV, V, dan VI Kebun Longkali bulan Desember 20925 (Turn Around) sesuai Surat Perjanjian No. 5TAN/SPJ/205/5KLK/XI/2025 tgl. 19 Nopember 2025 "
0049_2026,14/01/2026,156, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,, 50. Sewa Alat Berat , Koperasi Jasa Palm Taka Berkah ," Pembayaran rampung atas Sewa 300 HM Greader dan 200 HM Vibro Roller untuk Perbaikan Jalan Penghubung, Produksi & Koleksi di Afdeling II dan Afdeling IV Kebun Tajati Kaltim SPK No. 5TEP-AB/SP/144/IX/2025 ",,  401.937.500 ,,,  401.937.500 ,  402.859.375 ," Pembayaran rampung atas Sewa 300 HM Greader dan 200 HM Vibro Roller untuk Perbaikan Jalan Penghubung, Produksi & Koleksi di Afdeling II dan Afdeling IV Kebun Tajati Kaltim SPK No. 5TEP-AB/SP/144/IX/2025 "
0048_2026,14/01/2026,157, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Koperasi Jasa Palm Taka Berkah ," Pembayaran rampung atas Jasa Rehab Rumah Karyawan Pelaksana 10 Pintu di Afd. I, II, dan III Kebun Pandawa Kalimantan Timur sesuai No. SPK Kontrak 5KPD/SPKL/03/X/2025 ",,  43.600.000 ,,,,  43.600.000 ," Pembayaran rampung atas Jasa Rehab Rumah Karyawan Pelaksana 10 Pintu di Afd. I, II, dan III Kebun Pandawa Kalimantan Timur sesuai No. SPK Kontrak 5KPD/SPKL/03/X/2025 "
0047_2026,14/01/2026,158, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, CV Gajah Mas Perkasa , Pembayaran rampung atas Pengadaan Sparepart  Perbaikan Alat Berat Vibro Compactor Kebun Kembayan Kalimantan Barat sesuai No. SPK Kontrak 5KBY/SPK-TEK/GMP/05/XI/2025 ,,  18.691.290 ,,,,  18.691.290 , Pembayaran rampung atas Pengadaan Sparepart  Perbaikan Alat Berat Vibro Compactor Kebun Kembayan Kalimantan Barat sesuai No. SPK Kontrak 5KBY/SPK-TEK/GMP/05/XI/2025 
0046_2026,14/01/2026,159, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, CV Gajah Mas Perkasa , Pembayaran Rampung atas Pengadaan Gorong-Gorong uk. 60 cm dan 80 cm Kebun Kembayan Kalimantan Barat sesuai No. SPK Kontrak 5KBY/SPK-TEK/GMP/06/XI/2025 ,,  48.396.000 ,,,,  48.396.000 , Pembayaran Rampung atas Pengadaan Gorong-Gorong uk. 60 cm dan 80 cm Kebun Kembayan Kalimantan Barat sesuai No. SPK Kontrak 5KBY/SPK-TEK/GMP/06/XI/2025 
0014_2026,14/01/2026,160, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,, 50. Sewa Alat Berat , PT Lin Citra Wahana , Permintaan rampung atas Sewa 400 HM Excavator PC 135 untuk Pekerjaan Perbaikan Jalan Penghubung dan Koleksi dengan Cuci Parit Drainase di Afdeling I Kebun Pandawa Kalimantan Timur sesuai No. SPK Kontrak 5TEP-AB/SP/109/VII/2025 ,,  320.022.560 ,,,,  320.022.560 , Permintaan rampung atas Sewa 400 HM Excavator PC 135 untuk Pekerjaan Perbaikan Jalan Penghubung dan Koleksi dengan Cuci Parit Drainase di Afdeling I Kebun Pandawa Kalimantan Timur sesuai No. SPK Kontrak 5TEP-AB/SP/109/VII/2025 
0012_2026,14/01/2026,161, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,, 50. Sewa Alat Berat , PT Lin Citra Wahana ," Permintaan rampung atas Sewa 280 HM Road Greader dan 225 HM Vibro Roller untuk Pekerjaan Perbaikan Jalan Penghubung, Produksi, dan Koleksi di Afdeling V Kebun Tabara Kalimantan Timur sesuai No. SPK Kontrak 5TEP-AB/SP/191/XI/2025 ",,  395.179.537 ,,,,  395.179.537 ," Permintaan rampung atas Sewa 280 HM Road Greader dan 225 HM Vibro Roller untuk Pekerjaan Perbaikan Jalan Penghubung, Produksi, dan Koleksi di Afdeling V Kebun Tabara Kalimantan Timur sesuai No. SPK Kontrak 5TEP-AB/SP/191/XI/2025 "
10050_2025,14/01/2026,162, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, CV Rejeki Teko Mulyo , Pembayaran rampung atas Sewa Excabreaker untuk Memecah Batu ukuran 10/10 sebanyak 2.800 M3 Kebun Longkali Kalimantran Timur sesuai No. SPK Kontrak 5TEP-AB/SP/127/VIII/2025 ,,  322.095.000 ,,,,  322.095.000 , Pembayaran rampung atas Sewa Excabreaker untuk Memecah Batu ukuran 10/10 sebanyak 2.800 M3 Kebun Longkali Kalimantran Timur sesuai No. SPK Kontrak 5TEP-AB/SP/127/VIII/2025 
9929_2025,14/01/2026,163, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, CV Rejeki Teko Mulyo , Pembayaran rampung atas Sewa 200 HM Excavator PC 65 untuk Pekerjaan Pembentukan Badan Jalan Produksi dan Koleksi TBM Afdeling IV Kebun Longkali Kalimantan Timur sesuai No. SPK Kontrak 5TEP-AB/SP/175/XI/2025 ,,  121.666.490 ,,,  121.666.490 ,  124.224.897 , Pembayaran rampung atas Sewa 200 HM Excavator PC 65 untuk Pekerjaan Pembentukan Badan Jalan Produksi dan Koleksi TBM Afdeling IV Kebun Longkali Kalimantan Timur sesuai No. SPK Kontrak 5TEP-AB/SP/175/XI/2025 
0034_2026,14/01/2026,164, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,, 50. BARANG DAN JASA KEBUN UNIT , PT Industri Karet Nusantara , Pembayaran Pembelian Barang dan Jasa sesuai OPL/SPK/SPJB No. SP/Palm/R5/2025/0057 tgl. 28 Juli 2025 PKS Long Pinang ,,  29.021.616 ,,,,  29.021.616 , Pembayaran Pembelian Barang dan Jasa sesuai OPL/SPK/SPJB No. SP/Palm/R5/2025/0057 tgl. 28 Juli 2025 PKS Long Pinang 
0033_2026,14/01/2026,165, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,, 50. BARANG DAN JASA KEBUN UNIT , CV Ratu Mekar Widjaya , Pembayaran atas Pembelian Barang dan Jasa sesuai OPL/SPK/SPJB No. 5TEP/SPJ/18/X/2025 tgl. 28 Oktober 2025 ,,  211.771.350 ,,,,  211.771.350 , Pembayaran atas Pembelian Barang dan Jasa sesuai OPL/SPK/SPJB No. 5TEP/SPJ/18/X/2025 tgl. 28 Oktober 2025 
0009_2026,14/01/2026,166, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,, 50. BARANG DAN JASA KEBUN UNIT , CV Ratu Mekar Widjaya , Permintaan atas Pembelian Barang dan Jasa sesuai OPL/SPK/SPJB ,,  116.272.500 ,,,,  116.272.500 , Permintaan atas Pembelian Barang dan Jasa sesuai OPL/SPK/SPJB 
9962_2025,14/01/2026,167, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, PT LPP Agro Nusantara , Pembayaran biaya Pelatihan Plantation Leadership Development Program (PLDP) 1 Angkatan VI sesuai Invoice PT LPP Agro Nusantara No. 911/D2-LPPAN/PSR-1/X/2021 tanggal 7 Oktober 2021 ,,  11.760.000 ,,,,  11.760.000 , Pembayaran biaya Pelatihan Plantation Leadership Development Program (PLDP) 1 Angkatan VI sesuai Invoice PT LPP Agro Nusantara No. 911/D2-LPPAN/PSR-1/X/2021 tanggal 7 Oktober 2021 
0098_2026,14/01/2026,168, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Koperasi Produsen Daya Bersatu Maju , Permintaan pembayaran Pekerjaan Langsir TBS Kebun Ngabang bulan Desember 2025 sesuai Surat Perjanjian No. 5KNG/SP/5TAN/53/IV-2/2025 tgl. 01 Desember 2025 ,,  120.104.484 ,,,,  120.104.484 , Permintaan pembayaran Pekerjaan Langsir TBS Kebun Ngabang bulan Desember 2025 sesuai Surat Perjanjian No. 5KNG/SP/5TAN/53/IV-2/2025 tgl. 01 Desember 2025 
0096_2026,14/01/2026,169, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, CV Riezky Perkasa , Permintaan pembayaran Pekerjaan Langsir TBS Kebun Rimba Belian bulan Desember 2025 sesuai Surat Perjanjian No. 5KRB/5TAN/SPK/12a/XII/2025 tgl. 01 Desember 2025 ,,  15.158.063 ,,,,  15.158.063 , Permintaan pembayaran Pekerjaan Langsir TBS Kebun Rimba Belian bulan Desember 2025 sesuai Surat Perjanjian No. 5KRB/5TAN/SPK/12a/XII/2025 tgl. 01 Desember 2025 
0097_2026,14/01/2026,170, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Koperasi Karyawan Sejahtera Bersama , Permintaan pembayaran Pekerjaan Angkutan TBS Kebun Danau Salak bulan Desember 2025 sesuai Surat Perjanjian No. 5TAN/SPK/71/5KDS/V/2025 tgl. 19 Mei 2025 ,,  335.765.737 ,,,,  335.765.737 , Permintaan pembayaran Pekerjaan Angkutan TBS Kebun Danau Salak bulan Desember 2025 sesuai Surat Perjanjian No. 5TAN/SPK/71/5KDS/V/2025 tgl. 19 Mei 2025 
0099_2026,14/01/2026,171, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Koperasi Karyawan Lestari , Permintaan pembayaran Pekerjaan Langsir Muat TBS Jalan Rusak Kebun Danau Salak bulan Desember 2025 sesuai Surat Perjanjian No. 5KDS/SPK/64.1/XII/2025 ,,  28.176.348 ,,,,  28.176.348 , Permintaan pembayaran Pekerjaan Langsir Muat TBS Jalan Rusak Kebun Danau Salak bulan Desember 2025 sesuai Surat Perjanjian No. 5KDS/SPK/64.1/XII/2025 
0119_2026,14/01/2026,172, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Koperasi Karyawan Sejahtera Bersama , Permintaan pembayaran Pekerjaan Angkutan TBS Kebun Pelaihari bulan Desember 2025 sesuai Surat Perjanjian No. 5TAN/SPK/54/5KPL/IV/2025 tgl. 15 April 2025 ,,  344.398.804 ,,,,  344.398.804 , Permintaan pembayaran Pekerjaan Angkutan TBS Kebun Pelaihari bulan Desember 2025 sesuai Surat Perjanjian No. 5TAN/SPK/54/5KPL/IV/2025 tgl. 15 April 2025 
0135_2026,14/01/2026,173, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, CV Borneo Oenggul Sejahtera , Permintaan pembayaran Pekerjaan Angkutan TBS Kebun Tajati bulan Desember 2025 sesuai Surat Perjanjian No. 5TAN/SPJ/127/5KTJ/IX/2025 tgl. 19 September 2025 ,,  226.913.099 ,,,,  226.913.099 , Permintaan pembayaran Pekerjaan Angkutan TBS Kebun Tajati bulan Desember 2025 sesuai Surat Perjanjian No. 5TAN/SPJ/127/5KTJ/IX/2025 tgl. 19 September 2025 
,14/01/2026,174, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,  ,  , Dropping Uang Kerja Barang & Jasa Kebun Tabara Januari 2026 ,,  15.000.000 ,, Dropping Uang Kerja Barang & Jasa Kebun Tabara Januari 2026 ,  15.000.000 ,  - ,  
0038_2026,14/01/2026,175, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Sesuai Lampiran , Pembayaran Hak Karyawan Berhenti Karena Program Pensiun Dipercepat (PPD) sesuai Berita Acara Hasil Seleksi Pengajuan Program Pensiun Dipercepat (PPD) Tahap IV PTPN IV Regional V tanggal 01 Januari 2026 untuk ditransfer sesuai nama-nama sebanyak 14 orang ,,  1.313.172.966 ,,,,  1.313.172.966 , Pembayaran Hak Karyawan Berhenti Karena Program Pensiun Dipercepat (PPD) sesuai Berita Acara Hasil Seleksi Pengajuan Program Pensiun Dipercepat (PPD) Tahap IV PTPN IV Regional V tanggal 01 Januari 2026 untuk ditransfer sesuai nama-nama sebanyak 14 orang 
0053_2026,14/01/2026,176, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Kebun Gunung Emas , Pembayaran Extra Fooding Kebun Gunung Emas bulan Desember 2025 ,,  406.000 ,,,,  406.000 , Pembayaran Extra Fooding Kebun Gunung Emas bulan Desember 2025 
0003_2026,14/01/2026,177, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Kebun-PKS Longkali , Pembayaran Extra Fooding Kebun-PKS Longkali bulan Desember 2025 ,,  1.554.000 ,,,,  1.554.000 , Pembayaran Extra Fooding Kebun-PKS Longkali bulan Desember 2025 
0089_2026,14/01/2026,178, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Kebun Kembayan , Permintaan pembayaran Kompensasi Hari Libur Asisten dan Askep Kebun Kembayan bulan Desember 2025 ,,  9.629.117 ,,,,  9.629.117 , Permintaan pembayaran Kompensasi Hari Libur Asisten dan Askep Kebun Kembayan bulan Desember 2025 
0090_2026,14/01/2026,179, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Kebun Gunung Emas , Permintaan pembayaran Kompensasi Hari Libur Asisten dan Askep Kebun Gunung Emas bulan Desember 2025 ,,  4.194.854 ,,,,  4.194.854 , Permintaan pembayaran Kompensasi Hari Libur Asisten dan Askep Kebun Gunung Emas bulan Desember 2025 
0095_2026,14/01/2026,180, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Kebun Pelaihari , Permintaan pembayaran Kompensasi Hari Minggu/Libur Asisten Tanaman dan Askep Kebun Pelaihari bulan Desember 2025 ,,  15.635.314 ,,,,  15.635.314 , Permintaan pembayaran Kompensasi Hari Minggu/Libur Asisten Tanaman dan Askep Kebun Pelaihari bulan Desember 2025 
0052_2026,14/01/2026,181, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Sdr. Nikolaus Niko GL. 51100458 ," Pembayaran biaya Pindah Sdr. Nikolaus Niko K/3 Gol. IIIB/2 dari Kebun Tajati ke PKS Samuntai, Regional V sesuai Surat No. 5KTJ/5SDM/eM-1/I/2026 tanggal 5 Januari 2026 ",,  2.351.500 ,,,,  2.351.500 ," Pembayaran biaya Pindah Sdr. Nikolaus Niko K/3 Gol. IIIB/2 dari Kebun Tajati ke PKS Samuntai, Regional V sesuai Surat No. 5KTJ/5SDM/eM-1/I/2026 tanggal 5 Januari 2026 "
0066_2026,14/01/2026,182, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, 5KRB (Kebun Rimba Belian) , Pembayaran biaya Sewa Mobil untuk Mutasi Karyawan Pimpinan atas nama Pangeran Pasaribu ke Kalimantan Barat sesuai Memo Elektronik No. 5KRB/5SKH/eM-169/XII/2025 tgl. 23 Desember 2025 ,,  4.900.000 ,,,,  4.900.000 , Pembayaran biaya Sewa Mobil untuk Mutasi Karyawan Pimpinan atas nama Pangeran Pasaribu ke Kalimantan Barat sesuai Memo Elektronik No. 5KRB/5SKH/eM-169/XII/2025 tgl. 23 Desember 2025 
0092_2026,14/01/2026,183, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, CV Putra Nugraha Sejahtera , Pembayaran atas Pembelian Barang dan Jasa sesuai OPL/SPK/SPJB No. 5TEP/15/54/OPL/2025 tgl. 8 Desember 2025 ,,  22.144.500 ,,,,  22.144.500 , Pembayaran atas Pembelian Barang dan Jasa sesuai OPL/SPK/SPJB No. 5TEP/15/54/OPL/2025 tgl. 8 Desember 2025 
0087_2026,14/01/2026,184, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, PDAM Tirta Khatulistiwa Pontianak ," Pembayaran biaya Rekening PDAM untuk periode Pemakaian bulan Desember 2025 Kantor Direksi, Rumah Dinas Direktur, SEVP Business Support dan SEVP Operation, dan Mess sesuai Rekapitulasi Tagihan ",,  13.481.000 ,,,,  13.481.000 ," Pembayaran biaya Rekening PDAM untuk periode Pemakaian bulan Desember 2025 Kantor Direksi, Rumah Dinas Direktur, SEVP Business Support dan SEVP Operation, dan Mess sesuai Rekapitulasi Tagihan "
0088_2026,14/01/2026,185, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, PT PLN Cab. Pontianak ," Pembayaran biaya Rekening PLN untuk periode Pemakaian bulan Desember 2025 Kantor Direksi, Rumah Dinas Direktur, SEVP Business Support dan SEVP Operation, dan Mess sesuai Rincian dan Rekapitulasi Data Pelanggan (terlampir) ",,  58.819.803 ,,,,  58.819.803 ," Pembayaran biaya Rekening PLN untuk periode Pemakaian bulan Desember 2025 Kantor Direksi, Rumah Dinas Direktur, SEVP Business Support dan SEVP Operation, dan Mess sesuai Rincian dan Rekapitulasi Data Pelanggan (terlampir) "
0116_2026,14/01/2026,186, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, PT Telkom Pontianak ," Pembayaran biaya Rekening Telepon Kandir, RD Direktur, dan Mess PTPN XIII untuk Pemakaian bulan November 2025 sesuai Rekapitulasi Tagihan ",,  4.593.569 ,,,,  4.593.569 ," Pembayaran biaya Rekening Telepon Kandir, RD Direktur, dan Mess PTPN XIII untuk Pemakaian bulan November 2025 sesuai Rekapitulasi Tagihan "
0071_2026,14/01/2026,187, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Kebun Pelaihari , Permintaan pembayaran Extra Fooding Kebun Pelaihari bulan Desember 2025 ,,  800.000 ,,,,  800.000 , Permintaan pembayaran Extra Fooding Kebun Pelaihari bulan Desember 2025 
0094_2026,14/01/2026,188, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Kebun Batulicin , Permintaan pembayaran Pengajuan Uang Muka/Kontanan Sadap Hari MInggu/Libur Kebun Batulicin bulan Januari 2026 sesuai Disposisi Surat No. 5KBL/5SO.I/199/XII/2025 tgl. 22 Desember 2025 ,,  87.377.000 ,,,,  87.377.000 , Permintaan pembayaran Pengajuan Uang Muka/Kontanan Sadap Hari MInggu/Libur Kebun Batulicin bulan Januari 2026 sesuai Disposisi Surat No. 5KBL/5SO.I/199/XII/2025 tgl. 22 Desember 2025 
10111_2025,14/01/2026,189, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Kebun Sintang , Permintaan pembayaran Pekerjaan Sewa Kendaraan Angkutan TBS dan Tankos Kebun Sintang bulan Desember 2025 sesuai surat No. 5KSN/5SO.1/M-200/XII/2025 tgl. 29 Desember 2025 ,,  2.500.000 ,,,,  2.500.000 , Permintaan pembayaran Pekerjaan Sewa Kendaraan Angkutan TBS dan Tankos Kebun Sintang bulan Desember 2025 sesuai surat No. 5KSN/5SO.1/M-200/XII/2025 tgl. 29 Desember 2025 
0085_2026,14/01/2026,190, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Kebun Danau Salak , Pembayaran biaya Pengamanan Aset Kebun Danau Salak bulan November 2025 sesuai Memorandum Kebun Danau Salak Nomor: 5KDS/5SBS/eM-5/XI/2025 tanggal 25 November 2025 perihal Permohonan Biaya Pengamanan Aset Bulan November Tahun 2025 dan Memorandum Bagian Sekretariat & Hukum Nomor: 5SKH/5SBS/M-1020/XII/2025 tanggal 23 Desember 2025 perihal Telaahan Terhadap Permintaan Pembayaran Biaya Pelaksanaan Pengamanan Aset Kebun Danau Salak dan Perpanjangan Penugasan BKO Polres Banjar Serta Penambahan Petugas Satpam dan sesuai dengan Disposisi SEVP Business Support (Terlampir) ,,  35.200.000 ,,,,  35.200.000 , Pembayaran biaya Pengamanan Aset Kebun Danau Salak bulan November 2025 sesuai Memorandum Kebun Danau Salak Nomor: 5KDS/5SBS/eM-5/XI/2025 tanggal 25 November 2025 perihal Permohonan Biaya Pengamanan Aset Bulan November Tahun 2025 dan Memorandum Bagian Sekretariat & Hukum Nomor: 5SKH/5SBS/M-1020/XII/2025 tanggal 23 Desember 2025 perihal Telaahan Terhadap Permintaan Pembayaran Biaya Pelaksanaan Pengamanan Aset Kebun Danau Salak dan Perpanjangan Penugasan BKO Polres Banjar Serta Penambahan Petugas Satpam dan sesuai dengan Disposisi SEVP Business Support (Terlampir) 
0117_2026,14/01/2026,191, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, 5KPR (Kebun Parindu) , Pembayaran biaya Mess Kebun Parindu bulan Desember 2025 sesuai surat No. 5KPR/5SKH/29/XII/2025 tgl. 24 Desember 2025 ,,  44.465.000 ,,,,  44.465.000 , Pembayaran biaya Mess Kebun Parindu bulan Desember 2025 sesuai surat No. 5KPR/5SKH/29/XII/2025 tgl. 24 Desember 2025 
9930_2025,14/01/2026,192, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, CV Jibril Abadi , Pembayaran rampung atas Rekondisi 1 unit G5 Rumah Karyawan di Afdeling I Kebun Pandawa Kalimantan Timur sesuai No. SPK Kontrak 5TEP-AB/SP/152/X/2025 ,,  140.168.627 ,,,,  140.168.627 , Pembayaran rampung atas Rekondisi 1 unit G5 Rumah Karyawan di Afdeling I Kebun Pandawa Kalimantan Timur sesuai No. SPK Kontrak 5TEP-AB/SP/152/X/2025 
0032_2026,14/01/2026,193, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, CV Gajah Mas Perkasa , Pembayaran rampung atas Pengadaan Gorong-Gorong HDPE Kebun Ngabang Kalbar Kontrak No. 5TEP-AB/SP/180/XI//2025 ,,  610.355.700 ,,,,  610.355.700 , Pembayaran rampung atas Pengadaan Gorong-Gorong HDPE Kebun Ngabang Kalbar Kontrak No. 5TEP-AB/SP/180/XI//2025 
0031_2026,14/01/2026,194, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,, 50. CAPEX JALAN & JEMBATAN , CV Anugerah Jaya Cemerlang , Pembayaran Retensi atas Pembuatan 1 unit Jembatan Kayu Ukuran 4M x 4M X 3M di Afdeling III Kebun Rimba Belian Kalbar SPK No. 5TEP-AB/SP/117/VIII/2025 ,,  6.189.245 ,,,,  6.189.245 , Pembayaran Retensi atas Pembuatan 1 unit Jembatan Kayu Ukuran 4M x 4M X 3M di Afdeling III Kebun Rimba Belian Kalbar SPK No. 5TEP-AB/SP/117/VIII/2025 
0070_2026,14/01/2026,195, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, CV Mandiri Aman Sejahtera , Pembayaran biaya Retensi Peningkatan Jalan Main Road dengan Perkerasan Batu Sepanjang 2100 m Afd. II dan III Kebun Tabara Kalimantan Timur sesuai Kontrak No. 5TEP-AB/SP/100/VII/2025 ,,  41.063.069 ,,,,  41.063.069 , Pembayaran biaya Retensi Peningkatan Jalan Main Road dengan Perkerasan Batu Sepanjang 2100 m Afd. II dan III Kebun Tabara Kalimantan Timur sesuai Kontrak No. 5TEP-AB/SP/100/VII/2025 
10049_2025,14/01/2026,196, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, CV Bima Sakti , Pembayaran rampung atas Peningkatan Jalan Penghubung Perkerasan Batu Belah/Batu Pecah sepanjang 1.410 Meter di Afdeling IV dan Afdeling V Kebun Longkali Kalimantran Timur sesuai No. SPK Kontrak 5TEP-AB/SP/150/X/2025 ,,  552.256.287 ,,,  552.256.287 ,  553.583.825 , Pembayaran rampung atas Peningkatan Jalan Penghubung Perkerasan Batu Belah/Batu Pecah sepanjang 1.410 Meter di Afdeling IV dan Afdeling V Kebun Longkali Kalimantran Timur sesuai No. SPK Kontrak 5TEP-AB/SP/150/X/2025 
9931_2025,14/01/2026,197, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, CV Jibril Abadi ," Pembayaran rampung atas Pembuatan 4 unit Box Culvert Type ukuran Lebar 100 cm, Tinggi 100 cm & Panjang 500 cm di Afdeling I dan V Kebun Pandawa Kalimantan Timur sesuai No. SPK Kontrak 5TEP-AB/SP/154/X/2025 ",,  173.185.576 ,,,,  173.185.576 ," Pembayaran rampung atas Pembuatan 4 unit Box Culvert Type ukuran Lebar 100 cm, Tinggi 100 cm & Panjang 500 cm di Afdeling I dan V Kebun Pandawa Kalimantan Timur sesuai No. SPK Kontrak 5TEP-AB/SP/154/X/2025 "
0011_2026,14/01/2026,198, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, CV Royal Harfabet , Permintaan rampung atas Pembuatan 4 unit Box Culvert Afd. IV Kebun Longkali Kalimantan Timur sesuai No. SPK Kontrak 5TEP-AB/SP/199/XI/2025 ,,  229.944.527 ,,,  229.944.527 ,  229.944.526 , Permintaan rampung atas Pembuatan 4 unit Box Culvert Afd. IV Kebun Longkali Kalimantan Timur sesuai No. SPK Kontrak 5TEP-AB/SP/199/XI/2025 
0013_2026,14/01/2026,199, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, CV Mega Berkah Utama , Permintaan rampung atas Pemasangan Jaringan Air (PDAM) di Afdeling I Kebun Tajati Kalimantan Timur sesuai No. SPK Kontrak 5TEP-AB/SP/174/X/2025 ,,  300.551.499 ,,,,  300.551.499 , Permintaan rampung atas Pemasangan Jaringan Air (PDAM) di Afdeling I Kebun Tajati Kalimantan Timur sesuai No. SPK Kontrak 5TEP-AB/SP/174/X/2025 
10003_2025,14/01/2026,200, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, CV Kawan Sejati ," Permintaan pembayaran Pekerjaan Tanaman Belum Menghasilkan (TBM) III Afdeling III & V seluas 192,18 Ha Kebun Gunung Emas bulan September 2025 sesuai SPK No. 5TAN/SPK/70/5KGE/V/2025 tgl. 15 Mei 2025 ",,  9.133.896 ,,,,  9.133.896 ," Permintaan pembayaran Pekerjaan Tanaman Belum Menghasilkan (TBM) III Afdeling III & V seluas 192,18 Ha Kebun Gunung Emas bulan September 2025 sesuai SPK No. 5TAN/SPK/70/5KGE/V/2025 tgl. 15 Mei 2025 "
10002_2025,14/01/2026,201, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, CV Kawan Sejati ," Permintaan pembayaran Pekerjaan Tanaman Belum Menghasilkan (TBM) III Afdeling III & V seluas 192,18 Ha Kebun Gunung Emas bulan Oktober 2025 sesuai SPK No. 5TAN/SPK/70/5KGE/V/2025 tgl. 15 Mei 2025 ",,  5.729.042 ,,,,  5.729.042 ," Permintaan pembayaran Pekerjaan Tanaman Belum Menghasilkan (TBM) III Afdeling III & V seluas 192,18 Ha Kebun Gunung Emas bulan Oktober 2025 sesuai SPK No. 5TAN/SPK/70/5KGE/V/2025 tgl. 15 Mei 2025 "
10104_2025,14/01/2026,202, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, CV Kawan Sejati ," Permintaan pembayaran Pekerjaan Pemeliharaan Tanaman Belum Menghasilkan (TBM) III di Afdeling III & V seluas 192,18 Ha Kebun Gunung Emas bulan Nopember 2025 sesuai SPK No. 5TAN/SPK/70/5KGE/V/2025 tgl. 15 Mei 2025 ",,  6.851.500 ,,,,  6.851.500 ," Permintaan pembayaran Pekerjaan Pemeliharaan Tanaman Belum Menghasilkan (TBM) III di Afdeling III & V seluas 192,18 Ha Kebun Gunung Emas bulan Nopember 2025 sesuai SPK No. 5TAN/SPK/70/5KGE/V/2025 tgl. 15 Mei 2025 "
