No Agenda,Tanggal,No. Bukti,Sumber Dana,Bank Tujuan,Kriteria CF,Penerima/dari,Uraian,Debet,Kredit,@,Edit Uraian,Revisi Nominal,Nilai Ajuan,Uraian Asli
0128_2026,09/01/2026,120, PT. Bank Mandiri (Cadangan MTN) * 146-00-1201420-0 ,,, Pemasok TBS di PKS Rimba Belian , Permintaan pembayaran Pembelian TBS Plasma/Pekebun Swadaya P.III PKS Rimba Belian periode tgl. 8 Januari 2026 ,,  387.520.769 ,,,,  387.520.769 , Permintaan pembayaran Pembelian TBS Plasma/Pekebun Swadaya P.III PKS Rimba Belian periode tgl. 8 Januari 2026 
0129_2026,09/01/2026,121, PT. Bank Mandiri (Cadangan MTN) * 146-00-1201420-0 ,,, Pemasok TBS di PKS Parindu , Permintaan pembayaran Pembelian TBS di PKS Parindu periode tgl. 8 Januari 2026 ,,  719.164.581 ,,,,  719.164.581 , Permintaan pembayaran Pembelian TBS di PKS Parindu periode tgl. 8 Januari 2026 
0130_2026,09/01/2026,122, PT. Bank Mandiri (Cadangan MTN) * 146-00-1201420-0 ,,, Pemasok TBS di PKS Ngabang , Permintaan pembayaran Pembelian TBS Pekebun Swadaya/Pihak III PKS Ngabang periode tgl. 8 Januari 2026 ,,  447.107.828 ,,,,  447.107.828 , Permintaan pembayaran Pembelian TBS Pekebun Swadaya/Pihak III PKS Ngabang periode tgl. 8 Januari 2026 
0131_2026,09/01/2026,123, PT. Bank Mandiri (Cadangan MTN) * 146-00-1201420-0 ,,, Pemasok TBS di PKS Kembayan , Permintaan pembayaran Pembelian TBS Plasma/Pekebun Swadaya P.III PKS Kembayan periode tgl. 8 Januari 2026 ,,  71.640.450 ,,,,  71.640.450 , Permintaan pembayaran Pembelian TBS Plasma/Pekebun Swadaya P.III PKS Kembayan periode tgl. 8 Januari 2026 
0132_2026,09/01/2026,124, PT. Bank Mandiri (Cadangan MTN) * 146-00-1201420-0 ,,, Pemasok di PKS Long Pinang , Permintaan pembayaran TBS di PKS Long Pinang periode tgl. 8 Januari 2026 ,,  242.762.772 ,,,,  242.762.772 , Permintaan pembayaran TBS di PKS Long Pinang periode tgl. 8 Januari 2026 
0133_2026,09/01/2026,125, PT. Bank Mandiri (Cadangan MTN) * 146-00-1201420-0 ,,, Pemasok TBS di PKS Pelaihari , Permintaan pembayaran TBS Pemasok di PKS Pelaihari periode tgl. 8 Januari 2026 ,,  93.070.441 ,,,,  93.070.441 , Permintaan pembayaran TBS Pemasok di PKS Pelaihari periode tgl. 8 Januari 2026 
,09/01/2026,, PT. Bank Mandiri (Cadangan MTN) * 146-00-1201420-0 ,,  ,  , Biaya Administrasi MCM ,,  17.400 ,, Biaya Administrasi MCM ,  17.400 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Biaya lain-lain      BLL-01 n-lain      BLL-01 MCM InhouseTrf CS-CS  KE JOKO SANTOSO ,,  2.417.400 ,,81029155514|Biaya lain-lain      BLL-01 n-lain      BLL-01 MCM InhouseTrf CS-CS  KE JOKO SANTOSO,  2.417.400 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Biaya lain-lain      BLL-01 n-lain      BLL-01 MCM InhouseTrf CS-CS  KE JOKO SANTOSO ,,  4.139.800 ,,81029155514|Biaya lain-lain      BLL-01 n-lain      BLL-01 MCM InhouseTrf CS-CS  KE JOKO SANTOSO,  4.139.800 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Biaya lain-lain      BLL-01 n-lain      BLL-01 MCM InhouseTrf CS-CS  KE JOKO SANTOSO ,,  967.900 ,,81029155514|Biaya lain-lain      BLL-01 n-lain      BLL-01 MCM InhouseTrf CS-CS  KE JOKO SANTOSO,  967.900 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Biaya lain-lain      BLL-06 n-lain      BLL-06 MCM InhouseTrf CS-CS  KE JOKO SANTOSO ,,  2.000.000 ,,81029155514|Biaya lain-lain      BLL-06 n-lain      BLL-06 MCM InhouseTrf CS-CS  KE JOKO SANTOSO,  2.000.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Biaya lain-lain      BLL-06 n-lain      BLL-06 MCM InhouseTrf CS-CS  KE JOKO SANTOSO ,,  5.900.000 ,,81029155514|Biaya lain-lain      BLL-06 n-lain      BLL-06 MCM InhouseTrf CS-CS  KE JOKO SANTOSO,  5.900.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Biaya lain-lain      BLL-06 n-lain      BLL-06 MCM InhouseTrf CS-CS  KE JOKO SANTOSO ,,  550.000 ,,81029155514|Biaya lain-lain      BLL-06 n-lain      BLL-06 MCM InhouseTrf CS-CS  KE JOKO SANTOSO,  550.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155532 - PRYBB ,  ,  , 81029155532|Pemb.Batu LPA        2025010  LPA        2025010 MCM InhouseTrf CS-CS  KE RUDI ANTARA ,,  7.200.000 ,,81029155532|Pemb.Batu LPA        2025010  LPA        2025010 MCM InhouseTrf CS-CS  KE RUDI ANTARA,  7.200.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155532 - PRYBB ,  ,  , 81029155532|5UPB DSL By Operasio 2026010 By Operasio 2026010 MCM InhouseTrf CS-CS  KE GNC ,,  14.575.000 ,,81029155532|5UPB DSL By Operasio 2026010 By Operasio 2026010 MCM InhouseTrf CS-CS  KE GNC,  14.575.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155532 - PRYBB ,  ,  , 81029155532|202601081357715454 357715454 MCM InhouseTrf CS-CS  KE GNC ,,  1.050.000 ,,81029155532|202601081357715454 357715454 MCM InhouseTrf CS-CS  KE GNC,  1.050.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155528 - GUNME ,  ,  , 81029155528| Transfer Online CS  333879 0723722899PERKEBUNAN NUSANTARA ,,  30.000.000 ,,81029155528| Transfer Online CS  333879 0723722899PERKEBUNAN NUSANTARA,  30.000.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155528 - GUNME ,  ,  , 81029155528| Transfer Online CS  266824 0723722899PERKEBUNAN NUSANTARA ,,  31.500.000 ,,81029155528| Transfer Online CS  266824 0723722899PERKEBUNAN NUSANTARA,  31.500.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Barang jasa          BJS-06 sa          BJS-06 MCM Outw CN (CS)  Gunawan ,,  1.270.000 ,,81029155514|Barang jasa          BJS-06 sa          BJS-06 MCM Outw CN (CS)  Gunawan,  1.270.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Clearing Fee         BJS-06 Fee         BJS-06 MCM Outw CN (CS) ,,  2.900 ,,81029155514|Clearing Fee         BJS-06 Fee         BJS-06 MCM Outw CN (CS),  2.900 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Barang jasa          BJS-02 sa          BJS-02 MCM InhouseTrf CS-CS  KE DIAH NUR SYFAH ,,  7.592.300 ,,81029155514|Barang jasa          BJS-02 sa          BJS-02 MCM InhouseTrf CS-CS  KE DIAH NUR SYFAH,  7.592.300 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Barang jasa          BJS-03 sa          BJS-03 MCM Outw CN (CS)  SUCI IRA MARTINI ,,  3.380.000 ,, 81029155514|Barang jasa          BJS-03 sa          BJS-03 MCM Outw CN (CS)  SUCI IRA MARTINI ,  3.380.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Clearing Fee         BJS-03 Fee         BJS-03 MCM Outw CN (CS) ,,  2.900 ,, 81029155514|Clearing Fee         BJS-03 Fee         BJS-03 MCM Outw CN (CS) ,  2.900 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Barang jasa          BJS-04 sa          BJS-04 MCM InhouseTrf CS-CS  KE JOKO SANTOSO ,,  915.000 ,, 81029155514|Barang jasa          BJS-04 sa          BJS-04 MCM InhouseTrf CS-CS  KE JOKO SANTOSO ,  915.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Barang jasa          BJS-05 sa          BJS-05 MCM Outw CN (CS)  Muhammad Arifin ,,  395.000 ,,81029155514|Barang jasa          BJS-05 sa          BJS-05 MCM Outw CN (CS)  Muhammad Arifin,  395.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Clearing Fee         BJS-05 Fee         BJS-05 MCM Outw CN (CS) ,,  2.900 ,,81029155514|Clearing Fee         BJS-05 Fee         BJS-05 MCM Outw CN (CS),  2.900 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Barang jasa          BJS-02 sa          BJS-02 MCM InhouseTrf CS-CS  KE DIAH NUR SYFAH ,,  7.648.465 ,, 81029155514|Barang jasa          BJS-02 sa          BJS-02 MCM InhouseTrf CS-CS  KE DIAH NUR SYFAH ,  7.648.465 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Barang jasa          BJS-04 sa          BJS-04 MCM Outw CN (CS)  SDRI FATIMAH  AZ ZAHRO ,,  1.235.000 ,,81029155514|Barang jasa          BJS-04 sa          BJS-04 MCM Outw CN (CS)  SDRI FATIMAH  AZ ZAHRO,  1.235.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Clearing Fee         BJS-04 Fee         BJS-04 MCM Outw CN (CS) ,,  2.900 ,, 81029155514|Clearing Fee         BJS-04 Fee         BJS-04 MCM Outw CN (CS) ,  2.900 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Barang jasa          BJS-02 sa          BJS-02 MCM InhouseTrf CS-CS  KE DIAH NUR SYFAH ,,  2.278.386 ,,81029155514|Barang jasa          BJS-02 sa          BJS-02 MCM InhouseTrf CS-CS  KE DIAH NUR SYFAH,  2.278.386 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Barang jasa          BJS-02 sa          BJS-02 MCM InhouseTrf CS-CS  KE DIAH NUR SYFAH ,,  5.535.526 ,,81029155514|Barang jasa          BJS-02 sa          BJS-02 MCM InhouseTrf CS-CS  KE DIAH NUR SYFAH,  5.535.526 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505|Perbaikan Dum Truck  Dum Truck MCM InhouseTrf CS-CS  KE SUMARDIN ,,  4.987.000 ,,81029155505|Perbaikan Dum Truck  Dum Truck MCM InhouseTrf CS-CS  KE SUMARDIN,  4.987.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505|Pembelian Spare Part  Spare Part MCM InhouseTrf CS-CS  KE NUR KHOLIS HASAN ,,  44.402.872 ,,81029155505|Pembelian Spare Part  Spare Part MCM InhouseTrf CS-CS  KE NUR KHOLIS HASAN,  44.402.872 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155532 - PRYBB ,  ,  , 81029155532|Pemb.Exfood Checker  2026010 od Checker  2026010 MCM InhouseTrf CS-CS  KE RUDI ANTARA ,,  3.817.000 ,, 81029155532|Pemb.Exfood Checker  2026010 od Checker  2026010 MCM InhouseTrf CS-CS  KE RUDI ANTARA ,  3.817.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155532 - PRYBB ,  ,  , 81029155532|Pemb.Jamuan Tamu     2026010 an Tamu     2026010 MCM InhouseTrf CS-CS  KE RUDI ANTARA ,,  10.568.810 ,,81029155532|Pemb.Jamuan Tamu     2026010 an Tamu     2026010 MCM InhouseTrf CS-CS  KE RUDI ANTARA,  10.568.810 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505|Biaya Lain lain n lain MCM InhouseTrf CS-CS  KE NUR KHOLIS HASAN ,,  10.407.100 ,, 81029155505|Biaya Lain lain n lain MCM InhouseTrf CS-CS  KE NUR KHOLIS HASAN ,  10.407.100 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505|Biaya Lain lain n lain Transfer Online CS  266842 6040001656PERKEBUNAN NUSANTARA ,,  14.210.500 ,,81029155505|Biaya Lain lain n lain Transfer Online CS  266842 6040001656PERKEBUNAN NUSANTARA,  14.210.500 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505|Biaya Lain Lain n Lain Transfer Online CS  266844 7273281678PERKEBUNAN NUSANTARA ,,  31.663.750 ,,81029155505|Biaya Lain Lain n Lain Transfer Online CS  266844 7273281678PERKEBUNAN NUSANTARA,  31.663.750 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155525 - RIMBA ,  ,  , 81029155525| MCM InhouseTrf CS-CS  KE PANGERAN RUDOLF ANGGIAT BINSAR PASARI ,,  1.000.000 ,,81029155525| MCM InhouseTrf CS-CS  KE PANGERAN RUDOLF ANGGIAT BINSAR PASARI,  1.000.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155525 - RIMBA ,  ,  , 81029155525| MCM InhouseTrf CS-CS  KE PANGERAN RUDOLF ANGGIAT BINSAR PASARI ,,  1.700.000 ,,81029155525| MCM InhouseTrf CS-CS  KE PANGERAN RUDOLF ANGGIAT BINSAR PASARI,  1.700.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155525 - RIMBA ,  ,  , 81029155525| MCM InhouseTrf CS-CS  KE PANGERAN RUDOLF ANGGIAT BINSAR PASARI ,,  310.000 ,,81029155525| MCM InhouseTrf CS-CS  KE PANGERAN RUDOLF ANGGIAT BINSAR PASARI,  310.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155525 - RIMBA ,  ,  , 81029155525| MCM InhouseTrf CS-CS  KE LUI JEMTANTA TARIGAN ,,  427.000 ,,81029155525| MCM InhouseTrf CS-CS  KE LUI JEMTANTA TARIGAN,  427.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155525 - RIMBA ,  ,  , 81029155525| Transfer Online P-CS  484001016593538/OI36000891865401PERKEBUNAN NUSANTARA ,,  2.000.000 ,, 81029155525| Transfer Online P-CS  484001016593538/OI36000891865401PERKEBUNAN NUSANTARA ,  2.000.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505|UBP60213030502FFFFFF23230157 MCM CASA UBP Pym 1L ,,  309.357.091 ,,81029155505|UBP60213030502FFFFFF23230157 MCM CASA UBP Pym 1L,  309.357.091 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505|UBP60213030502FFFFFF23230157 MCM CASA UBP Pym 1L ,,  3.500 ,, 81029155505|UBP60213030502FFFFFF23230157 MCM CASA UBP Pym 1L ,  3.500 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155525 - RIMBA ,  ,  , 81029155525| Transfer Online P-CS  484001015650531/OI36000891862101PERKEBUNAN NUSANTARA ,,  200.000 ,,81029155525| Transfer Online P-CS  484001015650531/OI36000891862101PERKEBUNAN NUSANTARA,  200.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155525 - RIMBA ,  ,  , 81029155525| Transfer Online P-CS  484001021837537/OI36000891862171PERKEBUNAN NUSANTARA ,,  200.000 ,,81029155525| Transfer Online P-CS  484001021837537/OI36000891862171PERKEBUNAN NUSANTARA,  200.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155525 - RIMBA ,  ,  , 81029155525| Transfer Online CS  266848 7270434047PERKEBUNAN NUSANTARA ,,  100.000 ,, 81029155525| Transfer Online CS  266848 7270434047PERKEBUNAN NUSANTARA ,  100.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155525 - RIMBA ,  ,  , 81029155525| Transfer Online CS  267805 7256834256PERKEBUNAN NUSANTARA ,,  100.000 ,, 81029155525| Transfer Online CS  267805 7256834256PERKEBUNAN NUSANTARA ,  100.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155525 - RIMBA ,  ,  , 81029155525| Transfer Online P-CS  484001021002530/OI36000891862511PERKEBUNAN NUSANTARA ,,  100.000 ,, 81029155525| Transfer Online P-CS  484001021002530/OI36000891862511PERKEBUNAN NUSANTARA ,  100.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155525 - RIMBA ,  ,  , 81029155525| Transfer Online CS  266850 7270445227PERKEBUNAN NUSANTARA ,,  100.000 ,,81029155525| Transfer Online CS  266850 7270445227PERKEBUNAN NUSANTARA,  100.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155525 - RIMBA ,  ,  , 81029155525| Transfer Online P-CS  347501029528530/OI36000891862591PERKEBUNAN NUSANTARA ,,  200.000 ,,81029155525| Transfer Online P-CS  347501029528530/OI36000891862591PERKEBUNAN NUSANTARA,  200.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155525 - RIMBA ,  ,  , 81029155525| Transfer Online CS  267811 7233053327PERKEBUNAN NUSANTARA ,,  200.000 ,,81029155525| Transfer Online CS  267811 7233053327PERKEBUNAN NUSANTARA,  200.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155525 - RIMBA ,  ,  , 81029155525| Transfer Online P-CS  483901008823536/OI36000891866311PERKEBUNAN NUSANTARA ,,  100.000 ,, 81029155525| Transfer Online P-CS  483901008823536/OI36000891866311PERKEBUNAN NUSANTARA ,  100.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155525 - RIMBA ,  ,  , 81029155525| Transfer Online P-CS  484001020876538/OI36000891862871PERKEBUNAN NUSANTARA ,,  200.000 ,, 81029155525| Transfer Online P-CS  484001020876538/OI36000891862871PERKEBUNAN NUSANTARA ,  200.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155525 - RIMBA ,  ,  , 81029155525| Transfer Online P-CS  484001020973534/OI36000891866371PERKEBUNAN NUSANTARA ,,  200.000 ,,81029155525| Transfer Online P-CS  484001020973534/OI36000891866371PERKEBUNAN NUSANTARA,  200.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155525 - RIMBA ,  ,  , 81029155525| Transfer Online P-CS  484001017618535/OI36000891862911PERKEBUNAN NUSANTARA ,,  100.000 ,,81029155525| Transfer Online P-CS  484001017618535/OI36000891862911PERKEBUNAN NUSANTARA,  100.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155525 - RIMBA ,  ,  , 81029155525| Transfer Online P-CS  484001021112539/OI36000891866411PERKEBUNAN NUSANTARA ,,  200.000 ,,81029155525| Transfer Online P-CS  484001021112539/OI36000891866411PERKEBUNAN NUSANTARA,  200.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155525 - RIMBA ,  ,  , 81029155525| Transfer Online P-CS  484001017313533/OI36000891863031PERKEBUNAN NUSANTARA ,,  500.000 ,, 81029155525| Transfer Online P-CS  484001017313533/OI36000891863031PERKEBUNAN NUSANTARA ,  500.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155525 - RIMBA ,  ,  , 81029155525| Transfer Online CS  267821 7258757658PERKEBUNAN NUSANTARA ,,  526.050 ,, 81029155525| Transfer Online CS  267821 7258757658PERKEBUNAN NUSANTARA ,  526.050 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|UBP60213030502FFFFFF22140066 MCM CASA UBP Pym 1L ,,  1.891.917 ,,81029155511|UBP60213030502FFFFFF22140066 MCM CASA UBP Pym 1L,  1.891.917 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|UBP60213030502FFFFFF22140066 MCM CASA UBP Pym 1L ,,  3.500 ,,81029155511|UBP60213030502FFFFFF22140066 MCM CASA UBP Pym 1L,  3.500 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|BPD bl Des 25 Transfer Online P-CS  023901028678509/OI36000891928461PERKEBUNAN NUSANTARA ,,  1.099.000 ,,81029155511|BPD bl Des 25 Transfer Online P-CS  023901028678509/OI36000891928461PERKEBUNAN NUSANTARA,  1.099.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|BPD bl Des 25 s 25 MCM InhouseTrf CS-CS  KE RONY ROMANTIKA ,,  40.000 ,,81029155511|BPD bl Des 25 s 25 MCM InhouseTrf CS-CS  KE RONY ROMANTIKA,  40.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|By lain lain Transfer Online P-CS  032201011275537/OI36000891928531PERKEBUNAN NUSANTARA ,,  5.300.000 ,,81029155511|By lain lain Transfer Online P-CS  032201011275537/OI36000891928531PERKEBUNAN NUSANTARA,  5.300.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|ATK Des 25 5 MCM InhouseTrf CS-CS  KE DWI LESTARI ,,  3.045.000 ,,81029155511|ATK Des 25 5 MCM InhouseTrf CS-CS  KE DWI LESTARI,  3.045.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|BPD bl Des 25 Transfer Online P-CS  370301006623534/OI36000891928901PERKEBUNAN NUSANTARA ,,  210.000 ,,81029155511|BPD bl Des 25 Transfer Online P-CS  370301006623534/OI36000891928901PERKEBUNAN NUSANTARA,  210.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|Bantan proposl SPBU oposl SPBU MCM InhouseTrf CS-CS  KE CHATUR WIRI WULANDARI ,,  1.000.000 ,,81029155511|Bantan proposl SPBU oposl SPBU MCM InhouseTrf CS-CS  KE CHATUR WIRI WULANDARI,  1.000.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|BPD ke Disbun sbun Transfer Online CS  266870 7195243958PERKEBUNAN NUSANTARA ,,  120.000 ,,81029155511|BPD ke Disbun sbun Transfer Online CS  266870 7195243958PERKEBUNAN NUSANTARA,  120.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|by lain lain Transfer Online P-CS  370301006623534/OI36000891929061PERKEBUNAN NUSANTARA ,,  14.601.850 ,,81029155511|by lain lain Transfer Online P-CS  370301006623534/OI36000891929061PERKEBUNAN NUSANTARA,  14.601.850 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|BPD bl Desember 2025 Transfer Online P-CS  032201011275537/OI36000891928711PERKEBUNAN NUSANTARA ,,  1.089.800 ,,81029155511|BPD bl Desember 2025 Transfer Online P-CS  032201011275537/OI36000891928711PERKEBUNAN NUSANTARA,  1.089.800 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155508 - TABARA ,  ,  , 81029155508|Proposal Service AC  0901202 Service AC  0901202 MCM InhouseTrf CS-CS  KE HAMAT SARIF BATU BARA ,,  5.320.000 ,,81029155508|Proposal Service AC  0901202 Service AC  0901202 MCM InhouseTrf CS-CS  KE HAMAT SARIF BATU BARA,  5.320.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155508 - TABARA ,  ,  , 81029155508|Transpot sewa mobil  0901202 sewa mobil  0901202 MCM InhouseTrf CS-CS  KE HAMAT SARIF BATU BARA ,,  3.400.000 ,, 81029155508|Transpot sewa mobil  0901202 sewa mobil  0901202 MCM InhouseTrf CS-CS  KE HAMAT SARIF BATU BARA ,  3.400.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155508 - TABARA ,  ,  , 81029155508|Cetak Blangko Tanama 0901202 ngko Tanama 0901202 MCM InhouseTrf CS-CS  KE JAHIDUN ,,  4.069.000 ,,81029155508|Cetak Blangko Tanama 0901202 ngko Tanama 0901202 MCM InhouseTrf CS-CS  KE JAHIDUN,  4.069.000 ,  - ,  
,09/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155508 - TABARA ,  ,  , 81029155508|KOnsumsi dan lain2   0901202 dan lain2   0901202 MCM InhouseTrf CS-CS  KE HAMAT SARIF ,,  2.998.744 ,, 81029155508|KOnsumsi dan lain2   0901202 dan lain2   0901202 MCM InhouseTrf CS-CS  KE HAMAT SARIF ,  2.998.744 ,  - ,  
